Player,Country,Runs,BF,4s,6s,SR,Inns,Opposition,Ground,Start Date
KC Sangakkara,SL,138,147,13,2,93.87,1,India,Jaipur,31-10-2005
MS Dhoni,IND,183,145,15,10,126.2,2,Sri Lanka,Jaipur,31-10-2005
AC Gilchrist,AUS,103,79,8,4,130.37,1,ICC World XI,Melbourne (Docklands),07-10-2005
NJ Astle,NZ,115,131,13,1,87.78,2,India,Harare,06-09-2005
Yuvraj Singh,IND,120,124,12,1,96.77,2,Zimbabwe,Harare,04-09-2005
M Kaif,IND,102,121,11,0,84.29,2,New Zealand,Harare,02-09-2005
WU Tharanga,SL,105,110,9,0,95.45,1,Bangladesh,Colombo (RPS),02-09-2005
L Vincent,NZ,172,120,16,9,143.33,1,Zimbabwe,Bulawayo,24-08-2005
Yuvraj Singh,IND,110,114,11,1,96.49,1,West Indies,Colombo (RPS),07-08-2005
AC Gilchrist,AUS,121,101,17,2,119.8,2,England,The Oval,12-07-2005
RT Ponting,AUS,111,115,14,1,96.52,2,England,Lord's,10-07-2005
ME Trescothick,ENG,104,134,8,1,77.61,2,Australia,Leeds,07-07-2005
AJ Strauss,ENG,152,128,19,0,118.75,1,Bangladesh,Nottingham,21-06-2005
PD Collingwood,ENG,112,86,10,5,130.23,1,Bangladesh,Nottingham,21-06-2005
Mohammad Ashraful,BAN,100,101,11,0,99.0,2,Australia,Cardiff,18-06-2005
ME Trescothick,ENG,100,76,16,0,131.57,2,Bangladesh,The Oval,16-06-2005
CH Gayle,WI,124,137,13,0,90.51,2,Pakistan,Gros Islet,22-05-2005
HH Dippenaar,SA,123,129,12,0,95.34,1,West Indies,Bridgetown,11-05-2005
CH Gayle,WI,132,152,7,2,86.84,2,South Africa,Bridgetown,11-05-2005
GC Smith,SA,103,102,13,0,100.98,2,West Indies,Kingston,07-05-2005
Shahid Afridi,PAK,102,46,10,9,221.73,2,India,Kanpur,15-04-2005
SR Tendulkar,IND,123,130,12,2,94.61,1,Pakistan,Ahmedabad,12-04-2005
Salman Butt,PAK,101,116,10,0,87.06,1,India,Jamshedpur,09-04-2005
MS Dhoni,IND,148,123,15,4,120.32,1,Pakistan,Visakhapatnam,05-04-2005
R Dravid,IND,104,139,6,0,74.82,1,Pakistan,Kochi,02-04-2005
V Sehwag,IND,108,95,9,3,113.68,1,Pakistan,Kochi,02-04-2005
RT Ponting,AUS,141,127,10,5,111.02,1,New Zealand,Napier,05-03-2005
GC Smith,SA,117,129,5,4,90.69,1,Zimbabwe,Durban,27-02-2005
ML Hayden,AUS,114,124,12,2,91.93,1,New Zealand,Christchurch,22-02-2005
KP Pietersen,ENG,116,110,10,6,105.45,1,South Africa,Centurion,13-02-2005
HH Gibbs,SA,118,133,10,1,88.72,1,England,Durban,11-02-2005
GC Smith,SA,115,131,7,0,87.78,1,England,East London,09-02-2005
KP Pietersen,ENG,100,69,7,4,144.92,2,South Africa,East London,09-02-2005
HH Gibbs,SA,100,115,8,3,86.95,1,England,Cape Town,06-02-2005
GC Smith,SA,105,131,9,0,80.15,2,England,Gqeberha,04-02-2005
KP Pietersen,ENG,108,96,6,2,112.5,1,South Africa,Bloemfontein,02-02-2005
Mohammad Yousuf,PAK,105,100,9,0,105.0,1,West Indies,Perth,01-02-2005
BC Lara,WI,156,138,12,5,113.04,1,Pakistan,Adelaide,28-01-2005
MJ Clarke,AUS,103,107,14,1,96.26,2,Pakistan,Sydney,23-01-2005
WW Hinds,WI,107,138,8,0,77.53,1,Australia,Brisbane,21-01-2005
Kamran Akmal,PAK,124,125,12,0,99.2,2,West Indies,Brisbane,19-01-2005
RT Ponting,ICC,115,102,8,3,112.74,1,Asia XI,Melbourne,10-01-2005
VS Solanki,ENG,100,93,14,2,107.52,2,Zimbabwe,Bulawayo,04-12-2004
Salman Butt,PAK,108,130,13,0,83.07,2,India,Eden Gardens,13-11-2004
MS Atapattu,SL,111,114,8,2,97.36,1,Pakistan,Lahore,14-10-2004
Mohammad Yousuf,PAK,107,121,7,1,88.42,2,Sri Lanka,Karachi,06-10-2004
Abdul Razzaq,PAK,107,114,5,5,93.85,1,Zimbabwe,Multan,30-09-2004
ME Trescothick,ENG,104,124,14,0,83.87,1,West Indies,The Oval,25-09-2004
HH Gibbs,SA,101,135,9,1,74.81,1,West Indies,The Oval,18-09-2004
A Flintoff,ENG,104,91,9,3,114.28,1,Sri Lanka,Southampton,17-09-2004
NJ Astle,NZ,145,151,13,6,96.02,1,U.S.A.,The Oval,10-09-2004
A Symonds,AUS,104,103,9,1,100.97,1,Pakistan,Lord's,04-09-2004
JH Kallis,SA,101,127,7,1,79.52,2,Sri Lanka,Colombo (SSC),31-08-2004
ST Jayasuriya,SL,130,132,14,1,98.48,2,India,Colombo (RPS),27-07-2004
Shoaib Malik,PAK,143,127,18,1,112.59,1,India,Colombo (RPS),25-07-2004
ST Jayasuriya,SL,107,101,11,0,105.94,2,Bangladesh,Colombo (RPS),23-07-2004
Younis Khan,PAK,144,122,8,3,118.03,1,Hong Kong,Colombo (SSC),18-07-2004
Shoaib Malik,PAK,118,110,10,2,107.27,1,Hong Kong,Colombo (SSC),18-07-2004
Yasir Hameed,PAK,102,123,10,0,82.92,1,Bangladesh,Colombo (SSC),17-07-2004
R Dravid,IND,104,93,8,0,111.82,1,U.A.E.,Dambulla,16-07-2004
AJ Strauss,ENG,100,116,8,2,86.2,1,West Indies,Lord's,06-07-2004
A Flintoff,ENG,123,104,8,7,118.26,1,West Indies,Lord's,06-07-2004
CH Gayle,WI,132,165,12,1,80.0,2,England,Lord's,06-07-2004
A Flintoff,ENG,106,121,11,2,87.6,1,New Zealand,Bristol,04-07-2004
MJ Clarke,AUS,105,102,16,1,102.94,2,Zimbabwe,Harare,29-05-2004
RR Sarwan,WI,104,105,13,0,99.04,1,England,Bridgetown,05-05-2004
ME Trescothick,ENG,130,138,13,2,94.2,1,West Indies,Gros Islet,01-05-2004
VVS Laxman,IND,107,104,11,0,102.88,1,Pakistan,Lahore,24-03-2004
Inzamam-ul-Haq,PAK,123,121,9,4,101.65,1,India,Lahore,21-03-2004
SR Tendulkar,IND,141,135,17,1,104.44,2,Pakistan,Rawalpindi,16-03-2004
Inzamam-ul-Haq,PAK,122,102,12,2,119.6,2,India,Karachi,13-03-2004
KC Sangakkara,SL,101,110,15,0,91.81,2,Australia,Colombo (RPS),27-02-2004
SP Fleming,NZ,108,115,10,2,93.91,2,South Africa,Christchurch,17-02-2004
ML Hayden,AUS,126,122,11,3,103.27,1,India,Sydney,08-02-2004
CH Gayle,WI,152,153,12,3,99.34,1,South Africa,Johannesburg,04-02-2004
JH Kallis,SA,139,142,11,3,97.88,2,West Indies,Johannesburg,04-02-2004
JH Kallis,SA,109,94,6,5,115.95,1,West Indies,Cape Town,25-01-2004
VVS Laxman,IND,131,138,13,1,94.92,1,Zimbabwe,Adelaide,24-01-2004
SV Carlisle,ZIM,109,128,9,0,85.15,2,India,Adelaide,24-01-2004
SM Ervine,ZIM,100,100,9,1,100.0,2,India,Adelaide,24-01-2004
VVS Laxman,IND,106,130,5,0,81.53,1,Australia,Sydney,22-01-2004
Yuvraj Singh,IND,139,122,16,2,113.93,1,Australia,Sydney,22-01-2004
VVS Laxman,IND,103,113,8,0,91.15,1,Australia,Brisbane,18-01-2004
ML Hayden,AUS,109,107,12,0,101.86,2,India,Brisbane,18-01-2004
AC Gilchrist,AUS,172,126,13,3,136.5,1,Zimbabwe,Hobart,16-01-2004
SP Fleming,NZ,115,135,13,0,85.18,2,Pakistan,Christchurch,10-01-2004
SB Styris,NZ,101,108,10,2,93.51,2,Pakistan,Auckland,03-01-2004
Yasir Hameed,PAK,127,154,9,1,82.46,1,New Zealand,Rawalpindi,07-12-2003
Imran Farhat,PAK,107,112,12,1,95.53,1,New Zealand,Rawalpindi,07-12-2003
HJH Marshall,NZ,101,109,7,2,92.66,2,Pakistan,Faisalabad,03-12-2003
CH Gayle,WI,112,75,17,2,149.33,2,Zimbabwe,Harare,30-11-2003
WW Hinds,WI,127,141,10,4,90.07,1,Zimbabwe,Harare,29-11-2003
CH Gayle,WI,153,160,19,2,95.62,1,Zimbabwe,Bulawayo,22-11-2003
BC Lara,WI,113,82,14,3,137.8,1,Zimbabwe,Bulawayo,22-11-2003
V Sehwag,IND,130,134,15,2,97.01,1,New Zealand,Hyderabad (Deccan),15-11-2003
SR Tendulkar,IND,102,91,12,1,112.08,1,New Zealand,Hyderabad (Deccan),15-11-2003
AC Gilchrist,AUS,111,104,14,1,106.73,1,India,Bengaluru,12-11-2003
RT Ponting,AUS,108,103,1,7,104.85,1,India,Bengaluru,12-11-2003
DR Martyn,AUS,100,119,10,1,84.03,1,India,Wankhede,01-11-2003
SR Tendulkar,IND,100,119,9,1,84.03,1,Australia,Gwalior,26-10-2003
VVS Laxman,IND,102,134,9,0,76.11,1,Australia,Gwalior,26-10-2003
HH Dippenaar,SA,110,131,7,2,83.96,2,Pakistan,Lahore,03-10-2003
Mohammad Yousuf,PAK,106,127,7,1,83.46,1,Bangladesh,Faisalabad,12-09-2003
Yasir Hameed,PAK,116,132,14,2,87.87,1,Bangladesh,Multan,09-09-2003
RT Ponting,AUS,101,118,2,4,85.59,1,Bangladesh,Darwin,06-08-2003
JH Kallis,SA,125,147,14,1,85.03,1,Zimbabwe,Canterbury,29-06-2003
JH Kallis,SA,107,133,12,0,80.45,1,England,The Oval,28-06-2003
ME Trescothick,ENG,114,125,13,0,91.2,2,South Africa,The Oval,28-06-2003
VS Solanki,ENG,106,108,17,0,98.14,2,South Africa,The Oval,28-06-2003
ME Trescothick,ENG,108,145,9,1,74.48,2,Pakistan,Lord's,22-06-2003
BC Lara,WI,116,106,8,2,109.43,1,Sri Lanka,Bridgetown,08-06-2003
DS Lehmann,AUS,107,109,10,1,98.16,1,West Indies,St George's,01-06-2003
WW Hinds,WI,103,130,6,3,79.23,2,Australia,St George's,01-06-2003
WW Hinds,WI,125,140,5,6,89.28,2,Australia,St George's,30-05-2003
Yuvraj Singh,IND,102,85,9,4,120.0,1,Bangladesh,Dhaka,11-04-2003
KC Sangakkara,SL,103,108,9,0,95.37,1,Kenya,Sharjah,06-04-2003
DA Marillier,ZIM,100,140,7,2,71.42,2,Kenya,Sharjah,05-04-2003
KC Sangakkara,SL,100,111,9,0,90.09,1,Pakistan,Sharjah,04-04-2003
RT Ponting,AUS,140,121,4,8,115.7,1,India,Johannesburg,23-03-2003
SC Ganguly,IND,111,114,5,5,97.36,1,Kenya,Durban,20-03-2003
MS Atapattu,SL,103,127,7,0,81.1,1,Zimbabwe,East London,15-03-2003
NJ Astle,NZ,102,122,11,0,83.6,2,Zimbabwe,Bloemfontein,08-03-2003
SC Ganguly,IND,107,120,11,2,89.16,2,Kenya,Cape Town,07-03-2003
RT Ponting,AUS,114,109,8,4,104.58,1,Sri Lanka,Centurion,07-03-2003
CH Gayle,WI,119,151,8,2,78.8,1,Kenya,Kimberley,04-03-2003
MS Atapattu,SL,124,129,18,0,96.12,1,South Africa,Durban,03-03-2003
JF Kloppenburg,NED,121,142,6,4,85.21,1,Namibia,Bloemfontein,03-03-2003
KJJ van Noortwijk,NED,134,129,11,3,103.87,1,Namibia,Bloemfontein,03-03-2003
Saeed Anwar,PAK,101,126,7,0,80.15,1,India,Centurion,01-03-2003
SR Tendulkar,IND,152,151,18,0,100.66,1,Namibia,Pietermaritzburg,23-02-2003
SC Ganguly,IND,112,119,6,4,94.11,1,Namibia,Pietermaritzburg,23-02-2003
JM Davison,CAN,111,76,8,6,146.05,1,West Indies,Centurion,23-02-2003
HH Gibbs,SA,143,141,19,3,101.41,1,New Zealand,Johannesburg,16-02-2003
SP Fleming,NZ,134,132,21,0,101.51,2,South Africa,Johannesburg,16-02-2003
A Symonds,AUS,143,125,18,2,114.4,1,Pakistan,Johannesburg,11-02-2003
ST Jayasuriya,SL,120,125,14,0,96.0,1,New Zealand,Bloemfontein,10-02-2003
SB Styris,NZ,141,125,3,6,112.8,2,Sri Lanka,Bloemfontein,10-02-2003
CB Wishart,ZIM,172,151,18,3,113.9,1,Namibia,Harare,10-02-2003
BC Lara,WI,116,134,12,2,86.56,1,South Africa,Cape Town,09-02-2003
RT Ponting,AUS,106,97,11,1,109.27,2,Sri Lanka,Melbourne,21-01-2003
ST Jayasuriya,SL,106,110,15,1,96.36,1,England,Sydney,13-01-2003
V Sehwag,IND,112,139,11,3,80.57,2,New Zealand,Auckland,11-01-2003
DR Martyn,AUS,101,114,10,0,88.59,1,England,Hobart,11-01-2003
MS Atapattu,SL,101,124,5,0,81.45,1,Australia,Sydney,09-01-2003
ST Jayasuriya,SL,122,105,12,4,116.19,1,Australia,Sydney,09-01-2003
V Sehwag,IND,108,119,9,2,90.75,2,New Zealand,Napier,29-12-2002
DS Lehmann,AUS,119,119,12,1,100.0,1,Sri Lanka,Perth,22-12-2002
PD Collingwood,ENG,100,124,4,2,80.64,1,Sri Lanka,Perth,20-12-2002
G Kirsten,SA,102,118,9,0,86.44,2,Pakistan,Paarl,16-12-2002
AC Gilchrist,AUS,124,104,12,4,119.23,1,England,Melbourne,15-12-2002
RT Ponting,AUS,119,123,9,3,96.74,1,England,Melbourne,15-12-2002
NV Knight,ENG,111,133,6,1,83.45,1,Australia,Sydney,13-12-2002
Saleem Elahi,PAK,135,129,19,0,104.65,1,South Africa,Gqeberha,11-12-2002
Abdul Razzaq,PAK,112,120,13,2,93.33,1,South Africa,Gqeberha,11-12-2002
HH Gibbs,SA,108,92,14,3,117.39,2,Sri Lanka,Kimberley,04-12-2002
RR Sarwan,WI,102,100,11,0,102.0,1,Bangladesh,Dhaka,02-12-2002
MS Atapattu,SL,123,121,15,1,101.65,2,South Africa,Benoni,01-12-2002
GW Flower,ZIM,105,146,11,0,71.91,1,Pakistan,Harare,30-11-2002
Faisal Iqbal,PAK,100,97,9,3,103.09,2,Zimbabwe,Harare,30-11-2002
Saleem Elahi,PAK,108,119,10,0,90.75,1,Zimbabwe,Harare,27-11-2002
Mohammad Yousuf,PAK,100,68,8,2,147.05,1,Zimbabwe,Harare,27-11-2002
Saleem Elahi,PAK,107,112,16,0,95.53,1,Zimbabwe,Bulawayo,24-11-2002
MN Samuels,WI,108,75,11,5,144.0,1,India,Vijayawada,24-11-2002
Mohammad Yousuf,PAK,141,147,13,3,95.91,1,Zimbabwe,Bulawayo,23-11-2002
CH Gayle,WI,101,107,10,3,94.39,2,India,Vadodara,18-11-2002
CH Gayle,WI,140,127,12,5,110.23,1,India,Ahmedabad,15-11-2002
R Dravid,IND,109,124,8,0,87.9,2,West Indies,Ahmedabad,15-11-2002
V Sehwag,IND,114,82,17,2,139.02,2,West Indies,Rajkot,12-11-2002
CH Gayle,WI,103,116,8,3,88.79,2,India,Nagpur,09-11-2002
HH Gibbs,SA,153,131,17,3,116.79,1,Bangladesh,Potchefstroom,03-10-2002
HH Gibbs,SA,116,119,16,0,97.47,2,India,Colombo (RPS),25-09-2002
V Sehwag,IND,126,104,21,1,121.15,2,England,Colombo (RPS),22-09-2002
SC Ganguly,IND,117,109,12,3,107.33,2,England,Colombo (RPS),22-09-2002
HH Gibbs,SA,116,126,13,3,92.06,1,Kenya,Colombo (RPS),20-09-2002
ME Trescothick,ENG,119,102,11,2,116.66,1,Zimbabwe,Colombo (RPS),18-09-2002
BC Lara,WI,111,120,8,2,92.5,1,Kenya,Colombo (SSC),17-09-2002
MS Atapattu,SL,101,118,8,0,85.59,1,Netherlands,Colombo (RPS),16-09-2002
M Kaif,IND,111,112,8,1,99.1,1,Zimbabwe,Colombo (RPS),14-09-2002
A Flower,ZIM,145,164,13,0,88.41,2,India,Colombo (RPS),14-09-2002
ST Jayasuriya,SL,102,120,10,0,85.0,2,Pakistan,Colombo (RPS),12-09-2002
ML Hayden,AUS,146,128,12,6,114.06,1,Pakistan,Nairobi (Gym),30-08-2002
HH Gibbs,SA,114,130,8,3,87.69,1,Pakistan,Tangier,12-08-2002
ME Trescothick,ENG,109,100,7,2,109.0,1,India,Lord's,13-07-2002
N Hussain,ENG,115,128,10,0,89.84,1,India,Lord's,13-07-2002
SR Tendulkar,IND,113,102,12,1,110.78,1,Sri Lanka,Bristol,11-07-2002
SR Tendulkar,IND,105,108,8,1,97.22,1,England,Chester-le-Street,04-07-2002
ST Jayasuriya,SL,112,87,9,5,128.73,1,England,Leeds,02-07-2002
S Chanderpaul,WI,108,138,8,1,78.26,2,New Zealand,Gros Islet,08-06-2002
Shoaib Malik,PAK,115,142,12,0,80.98,1,New Zealand,Lahore,27-04-2002
CD McMillan,NZ,105,116,8,1,90.51,1,Pakistan,Rawalpindi,24-04-2002
Mohammad Yousuf,PAK,125,155,14,1,80.64,1,New Zealand,Karachi,21-04-2002
Mohammad Yousuf,PAK,129,131,8,3,98.47,1,Sri Lanka,Sharjah,17-04-2002
Shahid Afridi,PAK,108,92,7,8,117.39,2,New Zealand,Sharjah,15-04-2002
AC Gilchrist,AUS,105,104,12,1,100.96,2,South Africa,Durban,03-04-2002
RT Ponting,AUS,129,126,15,1,102.38,1,South Africa,Bloemfontein,30-03-2002
D Mongia,IND,159,147,17,1,108.16,1,Zimbabwe,Guwahati,19-03-2002
NJ Astle,NZ,122,150,12,5,81.33,2,England,Dunedin,26-02-2002
CL Hooper,WI,112,127,8,4,88.18,1,Pakistan,Sharjah,17-02-2002
Shoaib Malik,PAK,111,130,9,1,85.38,1,West Indies,Sharjah,15-02-2002
JH Kallis,SA,104,120,7,1,86.66,2,Australia,Perth,03-02-2002
JN Rhodes,SA,107,135,9,0,79.25,1,New Zealand,Perth,01-02-2002
NV Knight,ENG,105,131,7,0,80.15,1,India,Delhi,31-01-2002
MG Bevan,AUS,102,95,7,0,107.36,2,New Zealand,Melbourne,29-01-2002
Mohammad Yousuf,PAK,112,108,12,2,103.7,1,Bangladesh,Dhaka,24-01-2002
DR Martyn,AUS,104,121,5,0,85.95,1,South Africa,Brisbane,20-01-2002
ME Trescothick,ENG,121,109,13,2,111.0,2,India,Eden Gardens,19-01-2002
CL Cairns,NZ,102,99,9,3,103.03,2,South Africa,Brisbane,19-01-2002
DPMD Jayawardene,SL,106,94,8,2,112.76,2,West Indies,Kandy,15-12-2001
DD Ebrahim,ZIM,121,140,11,0,86.42,1,Bangladesh,Dhaka,25-11-2001
Naved Latif,PAK,113,141,9,1,80.14,2,Sri Lanka,Sharjah,02-11-2001
Inzamam-ul-Haq,PAK,118,124,10,2,95.16,2,Sri Lanka,Sharjah,02-11-2001
SC Ganguly,IND,111,124,7,3,89.51,1,Kenya,Paarl,24-10-2001
SR Tendulkar,IND,146,132,17,0,110.6,1,Kenya,Paarl,24-10-2001
G Kirsten,SA,124,130,12,2,95.38,1,Kenya,Cape Town,22-10-2001
ND McKenzie,SA,131,121,8,3,108.26,1,Kenya,Cape Town,22-10-2001
GW Flower,ZIM,104,137,9,0,75.91,1,England,Bulawayo,13-10-2001
A Flower,ZIM,142,128,16,1,110.93,1,England,Harare,07-10-2001
SC Ganguly,IND,127,126,14,5,100.79,1,South Africa,Johannesburg,05-10-2001
SR Tendulkar,IND,101,129,9,0,78.29,1,South Africa,Johannesburg,05-10-2001
G Kirsten,SA,133,155,13,0,85.8,2,India,Johannesburg,05-10-2001
HH Gibbs,SA,125,112,15,2,111.6,1,Zimbabwe,Bulawayo,23-09-2001
CH Gayle,WI,152,150,17,1,101.33,1,Kenya,Nairobi,15-08-2001
NJ Astle,NZ,108,143,9,0,75.52,1,India,Colombo (SSC),02-08-2001
V Sehwag,IND,100,70,19,1,142.85,2,New Zealand,Colombo (SSC),02-08-2001
NJ Astle,NZ,117,150,9,1,78.0,1,India,Colombo (RPS),20-07-2001
SR Tendulkar,IND,122,131,12,1,93.12,2,West Indies,Harare,04-07-2001
ME Trescothick,ENG,137,142,11,3,96.47,2,Pakistan,Lord's,12-06-2001
RT Ponting,AUS,102,116,9,2,87.93,2,England,Bristol,10-06-2001
HH Gibbs,SA,107,132,12,3,81.06,2,West Indies,Bridgetown,09-05-2001
JH Kallis,SA,107,108,4,2,99.07,1,West Indies,St George's,05-05-2001
HH Gibbs,SA,104,141,8,3,73.75,2,West Indies,St John's,02-05-2001
MS Sinclair,NZ,118,137,5,2,86.13,1,Sri Lanka,Sharjah,17-04-2001
MS Sinclair,NZ,117,144,6,0,81.25,1,Pakistan,Sharjah,12-04-2001
GW Flower,ZIM,142,128,10,2,110.93,1,Bangladesh,Bulawayo,11-04-2001
DPMD Jayawardene,SL,116,129,13,0,89.92,1,New Zealand,Sharjah,10-04-2001
ST Jayasuriya,SL,107,116,3,6,92.24,1,New Zealand,Sharjah,10-04-2001
ADR Campbell,ZIM,103,145,8,1,71.03,1,Bangladesh,Harare,08-04-2001
VVS Laxman,IND,101,107,10,0,94.39,1,Australia,Margao,06-04-2001
ML Hayden,AUS,111,113,8,2,98.23,1,India,Visakhapatnam,03-04-2001
RT Ponting,AUS,101,109,13,0,92.66,1,India,Visakhapatnam,03-04-2001
SR Tendulkar,IND,139,125,19,0,111.2,1,Australia,Indore,31-03-2001
HK Badani,IND,100,98,10,2,102.04,1,Australia,Pune,28-03-2001
ME Waugh,AUS,133,138,15,1,96.37,2,India,Pune,28-03-2001
RS Kaluwitharana,SL,102,117,20,0,87.17,2,England,Colombo (SSC),27-03-2001
DPMD Jayawardene,SL,101,115,7,0,87.82,1,England,Colombo (RPS),25-03-2001
NJ Astle,NZ,119,116,21,0,102.58,2,Pakistan,Dunedin,28-02-2001
CD McMillan,NZ,104,75,6,5,138.66,1,Pakistan,Christchurch,25-02-2001
ME Waugh,AUS,173,148,16,3,116.89,1,West Indies,Melbourne,09-02-2001
ST Jayasuriya,SL,103,83,10,6,124.09,2,New Zealand,Auckland,06-02-2001
DR Martyn,AUS,144,149,12,0,96.64,1,Zimbabwe,Perth,04-02-2001
SV Carlisle,ZIM,119,145,11,1,82.06,2,Australia,Perth,04-02-2001
ME Waugh,AUS,102,113,5,0,90.26,2,Zimbabwe,Hobart,30-01-2001
ADR Campbell,ZIM,124,142,10,1,87.32,1,Australia,Hobart,30-01-2001
BC Lara,WI,116,106,10,2,109.43,2,Australia,Sydney,17-01-2001
ME Waugh,AUS,112,128,7,0,87.5,2,West Indies,Brisbane,14-01-2001
JH Kallis,SA,100,139,3,1,71.94,2,Sri Lanka,Paarl,09-01-2001
ADR Campbell,ZIM,111,133,9,1,83.45,1,New Zealand,Wellington,04-01-2001
ND McKenzie,SA,120,135,13,1,88.88,1,Sri Lanka,East London,17-12-2000
SR Tendulkar,IND,146,153,15,2,95.42,1,Zimbabwe,Jodhpur,08-12-2000
SC Ganguly,IND,144,152,8,6,94.73,1,Zimbabwe,Ahmedabad,05-12-2000
RG Twose,NZ,103,115,10,2,89.56,1,South Africa,Cape Town,04-11-2000
ST Jayasuriya,SL,189,161,21,4,117.39,1,India,Sharjah,29-10-2000
G Kirsten,SA,101,107,10,0,94.39,2,New Zealand,Kimberley,28-10-2000
MS Atapattu,SL,102,111,5,0,91.89,1,India,Sharjah,27-10-2000
DPMD Jayawardene,SL,128,123,15,0,104.06,1,India,Sharjah,27-10-2000
ADR Campbell,ZIM,105,133,6,1,78.94,1,India,Sharjah,26-10-2000
N Boje,SA,129,114,13,1,113.15,1,New Zealand,Centurion,25-10-2000
A Flower,ZIM,120,141,8,1,85.1,1,Sri Lanka,Sharjah,21-10-2000
SR Tendulkar,IND,101,140,3,1,72.14,1,Sri Lanka,Sharjah,20-10-2000
N Boje,SA,105,93,12,0,112.9,1,New Zealand,Potchefstroom,20-10-2000
SC Ganguly,IND,117,130,9,4,90.0,1,New Zealand,Nairobi (Gym),15-10-2000
CL Cairns,NZ,102,113,8,2,90.26,2,India,Nairobi (Gym),15-10-2000
SC Ganguly,IND,141,142,11,6,99.29,1,South Africa,Nairobi (Gym),13-10-2000
Saeed Anwar,PAK,104,115,16,0,90.43,1,New Zealand,Nairobi (Gym),11-10-2000
Saeed Anwar,PAK,105,134,12,1,78.35,2,Sri Lanka,Nairobi (Gym),08-10-2000
DA Gunawardene,SL,132,146,19,0,90.41,1,West Indies,Nairobi (Gym),04-10-2000
MG Bevan,AUS,106,125,7,0,84.8,1,South Africa,Melbourne (Docklands),16-08-2000
SR Waugh,AUS,114,103,9,0,110.67,1,South Africa,Melbourne (Docklands),16-08-2000
AJ Stewart,ENG,100,147,11,0,68.02,2,West Indies,Nottingham,20-07-2000
AJ Stewart,ENG,101,144,8,0,70.13,1,Zimbabwe,Birmingham,18-07-2000
SL Campbell,WI,105,137,8,0,76.64,1,Zimbabwe,Chester-le-Street,16-07-2000
MW Goodwin,ZIM,112,137,7,0,81.75,2,West Indies,Chester-le-Street,16-07-2000
MS Atapattu,SL,100,124,9,0,80.64,2,Pakistan,Dhaka,07-06-2000
Mohammad Yousuf,PAK,100,112,9,1,89.28,1,India,Dhaka,03-06-2000
ST Jayasuriya,SL,105,116,11,0,90.51,1,India,Dhaka,01-06-2000
SC Ganguly,IND,135,124,6,7,108.87,2,Bangladesh,Dhaka,30-05-2000
Imran Nazir,PAK,105,135,10,2,77.77,2,Zimbabwe,St George's,15-04-2000
WW Hinds,WI,116,125,12,1,92.8,1,Zimbabwe,Kingston,02-04-2000
SL Campbell,WI,103,130,8,0,79.23,1,Zimbabwe,Kingston,01-04-2000
Inzamam-ul-Haq,PAK,121,113,9,5,107.07,1,India,Sharjah,26-03-2000
SR Tendulkar,IND,122,138,12,0,88.4,2,South Africa,Vadodara,17-03-2000
SC Ganguly,IND,105,139,10,4,75.53,2,South Africa,Jamshedpur,12-03-2000
G Kirsten,SA,115,123,12,0,93.49,1,India,Kochi,09-03-2000
HH Gibbs,SA,111,127,11,2,87.4,1,India,Kochi,09-03-2000
DR Martyn,AUS,116,135,13,1,85.92,1,New Zealand,Auckland,03-03-2000
NJ Astle,NZ,104,128,9,2,81.25,1,Australia,Napier,01-03-2000
MG Bevan,AUS,107,141,10,0,75.88,2,New Zealand,Napier,01-03-2000
AC Gilchrist,AUS,128,98,9,7,130.61,1,New Zealand,Christchurch,26-02-2000
MS Atapattu,SL,119,135,7,0,88.14,1,Pakistan,Karachi,13-02-2000
ME Waugh,AUS,116,131,5,1,88.54,1,India,Adelaide,26-01-2000
SC Ganguly,IND,141,144,12,1,97.91,1,Pakistan,Adelaide,25-01-2000
SC Ganguly,IND,100,127,10,0,78.74,2,Australia,Melbourne,12-01-2000
RT Ponting,AUS,115,121,9,1,95.04,1,India,Melbourne,12-01-2000
SV Carlisle,ZIM,121,138,8,4,87.68,1,Sri Lanka,Harare,18-12-1999
RP Arnold,SL,103,121,7,3,85.12,1,Zimbabwe,Bulawayo,12-12-1999
SC Ganguly,IND,153,150,18,3,102.0,1,New Zealand,Gwalior,11-11-1999
SR Tendulkar,IND,186,150,20,3,124.0,1,New Zealand,Hyderabad (Deccan),08-11-1999
R Dravid,IND,153,153,15,2,100.0,1,New Zealand,Hyderabad (Deccan),08-11-1999
NJ Astle,NZ,120,136,12,2,88.23,1,India,Rajkot,05-11-1999
ME Waugh,AUS,106,97,11,2,109.27,1,Zimbabwe,Bulawayo,21-10-1999
NC Johnson,ZIM,110,124,13,2,88.7,2,Australia,Bulawayo,21-10-1999
BC Lara,WI,117,62,18,4,188.7,1,Bangladesh,Dhaka,09-10-1999
SC Ganguly,IND,139,147,11,5,94.55,1,Zimbabwe,Nairobi (Gym),01-10-1999
L Klusener,SA,101,105,11,4,96.19,2,Zimbabwe,Nairobi (Gym),28-09-1999
Mohammad Yousuf,PAK,104,114,13,0,91.22,1,West Indies,Toronto,18-09-1999
R Dravid,IND,103,124,8,2,83.06,1,West Indies,Singapore,08-09-1999
RL Powell,WI,124,93,9,8,133.33,2,India,Singapore,08-09-1999
