Player,Country,Runs,BF,4s,6s,SR,Inns,Opposition,Ground,Start Date
V Sehwag,IND,114,87,17,3,131.03,1,Bermuda,Port of Spain,19 Mar 2007
BJ Hodge,AUS,123,89,8,7,138.20,1,Netherlands,Basseterre,18 Mar 2007
JH Kallis,SA,128,109,11,5,117.43,1,Netherlands,Basseterre,16 Mar 2007
JP Bray,IRE,115,137,10,2,83.94,1,Zimbabwe,Kingston,15 Mar 2007
RT Ponting,AUS,113,93,9,5,121.50,1,Scotland,Basseterre,14 Mar 2007
Shakib Al Hasan,BAN,134,152,14,0,88.15,1,Canada,St John's,28 Feb 2007
Shahriar Nafees,BAN,104,112,8,3,92.85,2,Bermuda,St John's,25 Feb 2007
ML Hayden,AUS,181,166,11,10,109.03,1,New Zealand,Hamilton,20 Feb 2007
CD McMillan,NZ,117,96,13,5,121.87,2,Australia,Hamilton,20 Feb 2007
MEK Hussey,AUS,105,84,8,6,125.00,1,New Zealand,Auckland,18 Feb 2007
LRPL Taylor,NZ,117,127,16,1,92.12,2,Australia,Auckland,18 Feb 2007
LPC Silva,SL,107,107,12,1,100.00,1,India,Visakhapatnam,17 Feb 2007
KC Sangakkara,SL,110,127,11,4,86.61,1,India,Rajkot,11 Feb 2007
PD Collingwood,ENG,120,133,7,1,90.22,2,Australia,Melbourne,9 Feb 2007
Mohammad Yousuf,PAK,101,111,12,0,90.99,1,South Africa,Durban,7 Feb 2007
PD Collingwood,ENG,106,121,8,0,87.60,1,New Zealand,Brisbane,6 Feb 2007
SP Fleming,NZ,106,149,11,0,71.14,2,England,Brisbane,6 Feb 2007
DJ Reekers,NED,104,82,12,3,126.82,1,Ireland,Nairobi (Gym),5 Feb 2007
EJG Morgan,IRE,115,106,10,2,108.49,1,Canada,Nairobi (Jaff),4 Feb 2007
A Bagai,CAN,122,132,10,0,92.42,2,Ireland,Nairobi (Jaff),4 Feb 2007
RN ten Doeschate,NED,109,125,9,0,87.20,2,Bermuda,Nairobi (Ruaraka),4 Feb 2007
RT Ponting,AUS,104,113,6,1,92.03,2,New Zealand,Melbourne,4 Feb 2007
WTS Porterfield,IRE,104,129,5,0,80.62,1,Kenya,Nairobi (Ruaraka),2 Feb 2007
KJ O'Brien,IRE,142,125,10,6,113.60,1,Kenya,Nairobi (Ruaraka),2 Feb 2007
EC Joyce,ENG,107,142,10,0,75.35,1,Australia,Sydney,2 Feb 2007
A Bagai,CAN,137,172,12,1,79.65,2,Scotland,Nairobi (Ruaraka),31 Jan 2007
WTS Porterfield,IRE,112,142,9,0,78.87,2,Bermuda,Nairobi (Jaff),31 Jan 2007
SR Tendulkar,IND,100,76,10,1,131.57,1,West Indies,Vadodara,31 Jan 2007
JP Bray,IRE,116,136,10,4,85.29,1,Scotland,Nairobi (Gym),30 Jan 2007
NFI McCallum,SCOT,100,92,7,3,108.69,2,Ireland,Nairobi (Gym),30 Jan 2007
ML Hayden,AUS,117,111,15,0,105.40,1,New Zealand,Perth,28 Jan 2007
RT Ponting,AUS,111,122,8,1,90.98,1,New Zealand,Perth,28 Jan 2007
JDP Oram,NZ,101,72,4,6,140.27,2,Australia,Perth,28 Jan 2007
RD Shah,KENYA,113,121,8,3,93.38,1,Scotland,Mombasa,21 Jan 2007
S Chanderpaul,WI,149,136,16,3,109.55,2,India,Nagpur,21 Jan 2007
RR Watson,SCOT,123,120,10,2,102.50,2,Canada,Mombasa,18 Jan 2007
LRPL Taylor,NZ,128,133,12,4,96.24,1,Sri Lanka,Napier,28 Dec 2006
ST Jayasuriya,SL,111,82,12,5,135.36,2,New Zealand,Napier,28 Dec 2006
S Chanderpaul,WI,101,142,8,0,71.12,1,Pakistan,Karachi,16 Dec 2006
MN Samuels,WI,100,99,17,1,101.01,2,Pakistan,Multan,13 Dec 2006
Shahriar Nafees,BAN,105,138,13,1,76.08,2,Zimbabwe,Khulna,30 Nov 2006
JM Kemp,SA,100,89,6,7,112.35,1,India,Cape Town,26 Nov 2006
JH Kallis,SA,119,160,15,0,74.37,1,India,Durban,22 Nov 2006
SO Tikolo,KENYA,111,98,9,1,113.26,1,Bermuda,Mombasa,14 Nov 2006
CH Gayle,WI,133,135,17,3,98.51,2,South Africa,Jaipur,2 Nov 2006
CH Gayle,WI,101,128,10,1,78.90,1,England,Ahmedabad,28 Oct 2006
DJ Bravo,WI,112,124,14,1,90.32,1,England,Ahmedabad,28 Oct 2006
Shahriar Nafees,BAN,123,161,17,1,76.39,1,Zimbabwe,Jaipur,13 Oct 2006
CH Gayle,WI,104,118,11,3,88.13,2,Bangladesh,Jaipur,11 Oct 2006
WU Tharanga,SL,110,130,13,1,84.61,1,Zimbabwe,Ahmedabad,10 Oct 2006
WU Tharanga,SL,105,129,11,1,81.39,1,Bangladesh,Mohali,7 Oct 2006
MV Boucher,SA,147,68,8,10,216.17,1,Zimbabwe,Potchefstroom,20 Sep 2006
MEK Hussey,AUS,109,90,10,3,121.11,1,West Indies,Kuala Lumpur,18 Sep 2006
SR Tendulkar,IND,141,148,13,5,95.27,1,West Indies,Kuala Lumpur,14 Sep 2006
Younis Khan,PAK,101,109,13,1,92.66,2,England,Southampton,5 Sep 2006
IH Romaine,BER,101,111,13,5,90.99,1,Canada,Toronto,21 Aug 2006
Shahriar Nafees,BAN,118,148,12,0,79.72,2,Zimbabwe,Harare,6 Aug 2006
ST Jayasuriya,SL,157,104,24,1,150.96,1,Netherlands,Amstelveen,4 Jul 2006
TM Dilshan,SL,117,78,15,2,150.00,1,Netherlands,Amstelveen,4 Jul 2006
ME Trescothick,ENG,121,118,16,1,102.54,1,Sri Lanka,Leeds,1 Jul 2006
WU Tharanga,SL,109,102,14,1,106.86,2,England,Leeds,1 Jul 2006
ST Jayasuriya,SL,152,99,20,4,153.53,2,England,Leeds,1 Jul 2006
DPMD Jayawardene,SL,100,83,9,0,120.48,1,England,Manchester,28 Jun 2006
DPMD Jayawardene,SL,126,127,19,0,99.21,2,England,Chester-le-Street,24 Jun 2006
ST Jayasuriya,SL,122,136,15,2,89.70,1,England,The Oval,20 Jun 2006
WU Tharanga,SL,120,156,14,0,76.92,1,England,Lord's,17 Jun 2006
ME Trescothick,ENG,113,114,12,0,99.12,1,Ireland,Belfast,13 Jun 2006
RR Sarwan,WI,115,119,10,2,96.63,2,India,Basseterre,23 May 2006
V Sibanda,ZIM,116,137,9,1,84.67,1,Bermuda,Port of Spain,20 May 2006
CH Gayle,WI,123,130,18,2,94.61,1,India,Kingston,18 May 2006
R Dravid,IND,105,102,10,2,102.94,2,West Indies,Kingston,18 May 2006
RS Morton,WI,109,150,12,1,72.66,1,Zimbabwe,Port of Spain,13 May 2006
A Symonds,AUS,103,125,6,2,82.40,1,Bangladesh,Fatullah,26 Apr 2006
Yuvraj Singh,IND,103,76,10,3,135.52,1,England,Margao,3 Apr 2006
Rajin Saleh,BAN,108,113,16,0,95.57,2,Kenya,Fatullah,25 Mar 2006
RT Ponting,AUS,164,105,13,9,156.19,1,South Africa,Johannesburg,12 Mar 2006
HH Gibbs,SA,175,111,21,7,157.65,2,Australia,Johannesburg,12 Mar 2006
HH Dippenaar,SA,101,145,9,0,69.65,1,Australia,Durban,10 Mar 2006
L Vincent,NZ,102,117,10,1,87.17,1,West Indies,Napier,1 Mar 2006
RS Morton,WI,110,155,7,0,70.96,2,New Zealand,Napier,1 Mar 2006
GC Smith,SA,119,124,12,1,95.96,2,Australia,Centurion,26 Feb 2006
KC Sangakkara,SL,109,125,11,0,87.20,1,Bangladesh,Chattogram,25 Feb 2006
NJ Astle,NZ,118,126,7,3,93.65,1,West Indies,Christchurch,25 Feb 2006
Yuvraj Singh,IND,107,93,14,0,115.05,2,Pakistan,Karachi,19 Feb 2006
AC Gilchrist,AUS,122,91,13,4,134.06,2,Sri Lanka,Brisbane,14 Feb 2006
SM Katich,AUS,107,142,9,0,75.35,2,Sri Lanka,Brisbane,14 Feb 2006
Shoaib Malik,PAK,108,120,11,1,90.00,1,India,Lahore,13 Feb 2006
RT Ponting,AUS,124,127,9,3,97.63,1,Sri Lanka,Sydney,12 Feb 2006
A Symonds,AUS,151,127,13,3,118.89,1,Sri Lanka,Sydney,12 Feb 2006
SR Tendulkar,IND,100,113,10,1,88.49,1,Pakistan,Peshawar,6 Feb 2006
Salman Butt,PAK,101,111,15,0,90.99,2,India,Peshawar,6 Feb 2006
AC Gilchrist,AUS,116,105,11,4,110.47,2,Sri Lanka,Perth,29 Jan 2006
HH Dippenaar,SA,125,145,7,0,86.20,1,Sri Lanka,Adelaide,24 Jan 2006
ST Jayasuriya,SL,114,96,10,4,118.75,1,Australia,Sydney,22 Jan 2006
PG Fulton,NZ,112,131,8,2,85.49,2,Sri Lanka,Napier,8 Jan 2006
WU Tharanga,SL,103,125,14,0,82.40,1,New Zealand,Christchurch,3 Jan 2006
Kamran Akmal,PAK,109,111,12,0,98.19,1,England,Karachi,15 Dec 2005
Kamran Akmal,PAK,102,111,15,1,91.89,2,England,Lahore,12 Dec 2005
SB Styris,NZ,101,96,12,2,105.20,2,Australia,Christchurch,10 Dec 2005
A Symonds,AUS,156,127,12,8,122.83,1,New Zealand,Wellington,7 Dec 2005
GC Smith,SA,134,124,20,1,108.06,2,India,Eden Gardens,25 Nov 2005
Yuvraj Singh,IND,103,122,10,3,84.42,1,South Africa,Hyderabad,16 Nov 2005
G Gambhir,IND,103,97,13,1,106.18,1,Sri Lanka,Ahmedabad,6 Nov 2005
R Dravid,IND,103,120,8,1,85.83,1,Sri Lanka,Ahmedabad,6 Nov 2005
KC Sangakkara,SL,138,147,13,2,93.87,1,India,Jaipur,31 Oct 2005
MS Dhoni,IND,183,145,15,10,126.20,2,Sri Lanka,Jaipur,31 Oct 2005
AC Gilchrist,AUS,103,79,8,4,130.37,1,ICC World XI,Melbourne (Docklands),7 Oct 2005
NJ Astle,NZ,115,131,13,1,87.78,2,India,Harare,6 Sep 2005
Yuvraj Singh,IND,120,124,12,1,96.77,2,Zimbabwe,Harare,4 Sep 2005
M Kaif,IND,102,121,11,0,84.29,2,New Zealand,Harare,2 Sep 2005
WU Tharanga,SL,105,110,9,0,95.45,1,Bangladesh,Colombo (RPS),2 Sep 2005
L Vincent,NZ,172,120,16,9,143.33,1,Zimbabwe,Bulawayo,24 Aug 2005
Yuvraj Singh,IND,110,114,11,1,96.49,1,West Indies,Colombo (RPS),7 Aug 2005
AC Gilchrist,AUS,121,101,17,2,119.80,2,England,The Oval,12 Jul 2005
RT Ponting,AUS,111,115,14,1,96.52,2,England,Lord's,10 Jul 2005
ME Trescothick,ENG,104,134,8,1,77.61,2,Australia,Leeds,7 Jul 2005
AJ Strauss,ENG,152,128,19,0,118.75,1,Bangladesh,Nottingham,21 Jun 2005
PD Collingwood,ENG,112,86,10,5,130.23,1,Bangladesh,Nottingham,21 Jun 2005
Mohammad Ashraful,BAN,100,101,11,0,99.00,2,Australia,Cardiff,18 Jun 2005
ME Trescothick,ENG,100,76,16,0,131.57,2,Bangladesh,The Oval,16 Jun 2005
CH Gayle,WI,124,137,13,0,90.51,2,Pakistan,Gros Islet,22 May 2005
HH Dippenaar,SA,123,129,12,0,95.34,1,West Indies,Bridgetown,11 May 2005
CH Gayle,WI,132,152,7,2,86.84,2,South Africa,Bridgetown,11 May 2005
GC Smith,SA,103,102,13,0,100.98,2,West Indies,Kingston,7 May 2005
Shahid Afridi,PAK,102,46,10,9,221.73,2,India,Kanpur,15 Apr 2005
SR Tendulkar,IND,123,130,12,2,94.61,1,Pakistan,Ahmedabad,12 Apr 2005
Salman Butt,PAK,101,116,10,0,87.06,1,India,Jamshedpur,9 Apr 2005
MS Dhoni,IND,148,123,15,4,120.32,1,Pakistan,Visakhapatnam,5 Apr 2005
V Sehwag,IND,108,95,9,3,113.68,1,Pakistan,Kochi,2 Apr 2005
R Dravid,IND,104,139,6,0,74.82,1,Pakistan,Kochi,2 Apr 2005
RT Ponting,AUS,141,127,10,5,111.02,1,New Zealand,Napier,5 Mar 2005
GC Smith,SA,117,129,5,4,90.69,1,Zimbabwe,Durban,27 Feb 2005
ML Hayden,AUS,114,124,12,2,91.93,1,New Zealand,Christchurch,22 Feb 2005
KP Pietersen,ENG,116,110,10,6,105.45,1,South Africa,Centurion,13 Feb 2005
HH Gibbs,SA,118,133,10,1,88.72,1,England,Durban,11 Feb 2005
GC Smith,SA,115,131,7,0,87.78,1,England,East London,9 Feb 2005
KP Pietersen,ENG,100,69,7,4,144.92,2,South Africa,East London,9 Feb 2005
HH Gibbs,SA,100,115,8,3,86.95,1,England,Cape Town,6 Feb 2005
GC Smith,SA,105,131,9,0,80.15,2,England,Gqeberha,4 Feb 2005
KP Pietersen,ENG,108,96,6,2,112.50,1,South Africa,Bloemfontein,2 Feb 2005
Mohammad Yousuf,PAK,105,100,9,0,105.00,1,West Indies,Perth,1 Feb 2005
BC Lara,WI,156,138,12,5,113.04,1,Pakistan,Adelaide,28 Jan 2005
MJ Clarke,AUS,103,107,14,1,96.26,2,Pakistan,Sydney,23 Jan 2005
WW Hinds,WI,107,138,8,0,77.53,1,Australia,Brisbane,21 Jan 2005
Kamran Akmal,PAK,124,125,12,0,99.20,2,West Indies,Brisbane,19 Jan 2005
RT Ponting,ICC,115,102,8,3,112.74,1,Asia XI,Melbourne,10 Jan 2005
VS Solanki,ENG,100,93,14,2,107.52,2,Zimbabwe,Bulawayo,4 Dec 2004
Salman Butt,PAK,108,130,13,0,83.07,2,India,Eden Gardens,13 Nov 2004
MS Atapattu,SL,111,114,8,2,97.36,1,Pakistan,Lahore,14 Oct 2004
Mohammad Yousuf,PAK,107,121,7,1,88.42,2,Sri Lanka,Karachi,6 Oct 2004
Abdul Razzaq,PAK,107,114,5,5,93.85,1,Zimbabwe,Multan,30 Sep 2004
ME Trescothick,ENG,104,124,14,0,83.87,1,West Indies,The Oval,25 Sep 2004
HH Gibbs,SA,101,135,9,1,74.81,1,West Indies,The Oval,18 Sep 2004
A Flintoff,ENG,104,91,9,3,114.28,1,Sri Lanka,Southampton,17 Sep 2004
NJ Astle,NZ,145,151,13,6,96.02,1,U.S.A.,The Oval,10 Sep 2004
A Symonds,AUS,104,103,9,1,100.97,1,Pakistan,Lord's,4 Sep 2004
JH Kallis,SA,101,127,7,1,79.52,2,Sri Lanka,Colombo (SSC),31 Aug 2004
ST Jayasuriya,SL,130,132,14,1,98.48,2,India,Colombo (RPS),27 Jul 2004
Shoaib Malik,PAK,143,127,18,1,112.59,1,India,Colombo (RPS),25 Jul 2004
ST Jayasuriya,SL,107,101,11,0,105.94,2,Bangladesh,Colombo (RPS),23 Jul 2004
Shoaib Malik,PAK,118,110,10,2,107.27,1,Hong Kong,Colombo (SSC),18 Jul 2004
Younis Khan,PAK,144,122,8,3,118.03,1,Hong Kong,Colombo (SSC),18 Jul 2004
Yasir Hameed,PAK,102,123,10,0,82.92,1,Bangladesh,Colombo (SSC),17 Jul 2004
R Dravid,IND,104,93,8,0,111.82,1,U.A.E.,Dambulla,16 Jul 2004
AJ Strauss,ENG,100,116,8,2,86.20,1,West Indies,Lord's,6 Jul 2004
A Flintoff,ENG,123,104,8,7,118.26,1,West Indies,Lord's,6 Jul 2004
CH Gayle,WI,132,165,12,1,80.00,2,England,Lord's,6 Jul 2004
A Flintoff,ENG,106,121,11,2,87.60,1,New Zealand,Bristol,4 Jul 2004
MJ Clarke,AUS,105,102,16,1,102.94,2,Zimbabwe,Harare,29 May 2004
RR Sarwan,WI,104,105,13,0,99.04,1,England,Bridgetown,5 May 2004
ME Trescothick,ENG,130,138,13,2,94.20,1,West Indies,Gros Islet,1 May 2004
VVS Laxman,IND,107,104,11,0,102.88,1,Pakistan,Lahore,24 Mar 2004
Inzamam-ul-Haq,PAK,123,121,9,4,101.65,1,India,Lahore,21 Mar 2004
SR Tendulkar,IND,141,135,17,1,104.44,2,Pakistan,Rawalpindi,16 Mar 2004
Inzamam-ul-Haq,PAK,122,102,12,2,119.60,2,India,Karachi,13 Mar 2004
KC Sangakkara,SL,101,110,15,0,91.81,2,Australia,Colombo (RPS),27 Feb 2004
SP Fleming,NZ,108,115,10,2,93.91,2,South Africa,Christchurch,17 Feb 2004
ML Hayden,AUS,126,122,11,3,103.27,1,India,Sydney,8 Feb 2004
CH Gayle,WI,152,153,12,3,99.34,1,South Africa,Johannesburg,4 Feb 2004
JH Kallis,SA,139,142,11,3,97.88,2,West Indies,Johannesburg,4 Feb 2004
JH Kallis,SA,109,94,6,5,115.95,1,West Indies,Cape Town,25 Jan 2004
VVS Laxman,IND,131,138,13,1,94.92,1,Zimbabwe,Adelaide,24 Jan 2004
SV Carlisle,ZIM,109,128,9,0,85.15,2,India,Adelaide,24 Jan 2004
SM Ervine,ZIM,100,100,9,1,100.00,2,India,Adelaide,24 Jan 2004
VVS Laxman,IND,106,130,5,0,81.53,1,Australia,Sydney,22 Jan 2004
Yuvraj Singh,IND,139,122,16,2,113.93,1,Australia,Sydney,22 Jan 2004
VVS Laxman,IND,103,113,8,0,91.15,1,Australia,Brisbane,18 Jan 2004
ML Hayden,AUS,109,107,12,0,101.86,2,India,Brisbane,18 Jan 2004
AC Gilchrist,AUS,172,126,13,3,136.50,1,Zimbabwe,Hobart,16 Jan 2004
SP Fleming,NZ,115,135,13,0,85.18,2,Pakistan,Christchurch,10 Jan 2004
SB Styris,NZ,101,108,10,2,93.51,2,Pakistan,Auckland,3 Jan 2004
Yasir Hameed,PAK,127,154,9,1,82.46,1,New Zealand,Rawalpindi,7 Dec 2003
Imran Farhat,PAK,107,112,12,1,95.53,1,New Zealand,Rawalpindi,7 Dec 2003
HJH Marshall,NZ,101,109,7,2,92.66,2,Pakistan,Faisalabad,3 Dec 2003
CH Gayle,WI,112,75,17,2,149.33,2,Zimbabwe,Harare,30 Nov 2003
WW Hinds,WI,127,141,10,4,90.07,1,Zimbabwe,Harare,29 Nov 2003
CH Gayle,WI,153,160,19,2,95.62,1,Zimbabwe,Bulawayo,22 Nov 2003
BC Lara,WI,113,82,14,3,137.80,1,Zimbabwe,Bulawayo,22 Nov 2003
V Sehwag,IND,130,134,15,2,97.01,1,New Zealand,Hyderabad (Deccan),15 Nov 2003
SR Tendulkar,IND,102,91,12,1,112.08,1,New Zealand,Hyderabad (Deccan),15 Nov 2003
AC Gilchrist,AUS,111,104,14,1,106.73,1,India,Bengaluru,12 Nov 2003
RT Ponting,AUS,108,103,1,7,104.85,1,India,Bengaluru,12 Nov 2003
DR Martyn,AUS,100,119,10,1,84.03,1,India,Wankhede,1 Nov 2003
SR Tendulkar,IND,100,119,9,1,84.03,1,Australia,Gwalior,26 Oct 2003
VVS Laxman,IND,102,134,9,0,76.11,1,Australia,Gwalior,26 Oct 2003
HH Dippenaar,SA,110,131,7,2,83.96,2,Pakistan,Lahore,3 Oct 2003
Mohammad Yousuf,PAK,106,127,7,1,83.46,1,Bangladesh,Faisalabad,12 Sep 2003
Yasir Hameed,PAK,116,132,14,2,87.87,1,Bangladesh,Multan,9 Sep 2003
RT Ponting,AUS,101,118,2,4,85.59,1,Bangladesh,Darwin,6 Aug 2003
JH Kallis,SA,125,147,14,1,85.03,1,Zimbabwe,Canterbury,29 Jun 2003
JH Kallis,SA,107,133,12,0,80.45,1,England,The Oval,28 Jun 2003
ME Trescothick,ENG,114,125,13,0,91.20,2,South Africa,The Oval,28 Jun 2003
VS Solanki,ENG,106,108,17,0,98.14,2,South Africa,The Oval,28 Jun 2003
ME Trescothick,ENG,108,145,9,1,74.48,2,Pakistan,Lord's,22 Jun 2003
BC Lara,WI,116,106,8,2,109.43,1,Sri Lanka,Bridgetown,8 Jun 2003
DS Lehmann,AUS,107,109,10,1,98.16,1,West Indies,St George's,1 Jun 2003
WW Hinds,WI,103,130,6,3,79.23,2,Australia,St George's,1 Jun 2003
WW Hinds,WI,125,140,5,6,89.28,2,Australia,St George's,30 May 2003
Yuvraj Singh,IND,102,85,9,4,120.00,1,Bangladesh,Dhaka,11 Apr 2003
KC Sangakkara,SL,103,108,9,0,95.37,1,Kenya,Sharjah,6 Apr 2003
DA Marillier,ZIM,100,140,7,2,71.42,2,Kenya,Sharjah,5 Apr 2003
KC Sangakkara,SL,100,111,9,0,90.09,1,Pakistan,Sharjah,4 Apr 2003
RT Ponting,AUS,140,121,4,8,115.70,1,India,Johannesburg,23 Mar 2003
SC Ganguly,IND,111,114,5,5,97.36,1,Kenya,Durban,20 Mar 2003
MS Atapattu,SL,103,127,7,0,81.10,1,Zimbabwe,East London,15 Mar 2003
NJ Astle,NZ,102,122,11,0,83.60,2,Zimbabwe,Bloemfontein,8 Mar 2003
SC Ganguly,IND,107,120,11,2,89.16,2,Kenya,Cape Town,7 Mar 2003
RT Ponting,AUS,114,109,8,4,104.58,1,Sri Lanka,Centurion,7 Mar 2003
CH Gayle,WI,119,151,8,2,78.80,1,Kenya,Kimberley,4 Mar 2003
MS Atapattu,SL,124,129,18,0,96.12,1,South Africa,Durban,3 Mar 2003
JF Kloppenburg,NED,121,142,6,4,85.21,1,Namibia,Bloemfontein,3 Mar 2003
KJJ van Noortwijk,NED,134,129,11,3,103.87,1,Namibia,Bloemfontein,3 Mar 2003
Saeed Anwar,PAK,101,126,7,0,80.15,1,India,Centurion,1 Mar 2003
SR Tendulkar,IND,152,151,18,0,100.66,1,Namibia,Pietermaritzburg,23 Feb 2003
SC Ganguly,IND,112,119,6,4,94.11,1,Namibia,Pietermaritzburg,23 Feb 2003
JM Davison,CAN,111,76,8,6,146.05,1,West Indies,Centurion,23 Feb 2003
HH Gibbs,SA,143,141,19,3,101.41,1,New Zealand,Johannesburg,16 Feb 2003
SP Fleming,NZ,134,132,21,0,101.51,2,South Africa,Johannesburg,16 Feb 2003
A Symonds,AUS,143,125,18,2,114.40,1,Pakistan,Johannesburg,11 Feb 2003
ST Jayasuriya,SL,120,125,14,0,96.00,1,New Zealand,Bloemfontein,10 Feb 2003
SB Styris,NZ,141,125,3,6,112.80,2,Sri Lanka,Bloemfontein,10 Feb 2003
CB Wishart,ZIM,172,151,18,3,113.90,1,Namibia,Harare,10 Feb 2003
BC Lara,WI,116,134,12,2,86.56,1,South Africa,Cape Town,9 Feb 2003
RT Ponting,AUS,106,97,11,1,109.27,2,Sri Lanka,Melbourne,21 Jan 2003
ST Jayasuriya,SL,106,110,15,1,96.36,1,England,Sydney,13 Jan 2003
V Sehwag,IND,112,139,11,3,80.57,2,New Zealand,Auckland,11 Jan 2003
DR Martyn,AUS,101,114,10,0,88.59,1,England,Hobart,11 Jan 2003
MS Atapattu,SL,101,124,5,0,81.45,1,Australia,Sydney,9 Jan 2003
ST Jayasuriya,SL,122,105,12,4,116.19,1,Australia,Sydney,9 Jan 2003
V Sehwag,IND,108,119,9,2,90.75,2,New Zealand,Napier,29 Dec 2002
DS Lehmann,AUS,119,119,12,1,100.00,1,Sri Lanka,Perth,22 Dec 2002
PD Collingwood,ENG,100,124,4,2,80.64,1,Sri Lanka,Perth,20 Dec 2002
G Kirsten,SA,102,118,9,0,86.44,2,Pakistan,Paarl,16 Dec 2002
AC Gilchrist,AUS,124,104,12,4,119.23,1,England,Melbourne,15 Dec 2002
RT Ponting,AUS,119,123,9,3,96.74,1,England,Melbourne,15 Dec 2002
NV Knight,ENG,111,133,6,1,83.45,1,Australia,Sydney,13 Dec 2002
Saleem Elahi,PAK,135,129,19,0,104.65,1,South Africa,Gqeberha,11 Dec 2002
Abdul Razzaq,PAK,112,120,13,2,93.33,1,South Africa,Gqeberha,11 Dec 2002
HH Gibbs,SA,108,92,14,3,117.39,2,Sri Lanka,Kimberley,4 Dec 2002
RR Sarwan,WI,102,100,11,0,102.00,1,Bangladesh,Dhaka,2 Dec 2002
MS Atapattu,SL,123,121,15,1,101.65,2,South Africa,Benoni,1 Dec 2002
GW Flower,ZIM,105,146,11,0,71.91,1,Pakistan,Harare,30 Nov 2002
Faisal Iqbal,PAK,100,97,9,3,103.09,2,Zimbabwe,Harare,30 Nov 2002
Saleem Elahi,PAK,108,119,10,0,90.75,1,Zimbabwe,Harare,27 Nov 2002
Mohammad Yousuf,PAK,100,68,8,2,147.05,1,Zimbabwe,Harare,27 Nov 2002
Saleem Elahi,PAK,107,112,16,0,95.53,1,Zimbabwe,Bulawayo,24 Nov 2002
MN Samuels,WI,108,75,11,5,144.00,1,India,Vijayawada,24 Nov 2002
Mohammad Yousuf,PAK,141,147,13,3,95.91,1,Zimbabwe,Bulawayo,23 Nov 2002
CH Gayle,WI,101,107,10,3,94.39,2,India,Vadodara,18 Nov 2002
CH Gayle,WI,140,127,12,5,110.23,1,India,Ahmedabad,15 Nov 2002
R Dravid,IND,109,124,8,0,87.90,2,West Indies,Ahmedabad,15 Nov 2002
V Sehwag,IND,114,82,17,2,139.02,2,West Indies,Rajkot,12 Nov 2002
CH Gayle,WI,103,116,8,3,88.79,2,India,Nagpur,9 Nov 2002
HH Gibbs,SA,153,131,17,3,116.79,1,Bangladesh,Potchefstroom,3 Oct 2002
HH Gibbs,SA,116,119,16,0,97.47,2,India,Colombo (RPS),25 Sep 2002
V Sehwag,IND,126,104,21,1,121.15,2,England,Colombo (RPS),22 Sep 2002
SC Ganguly,IND,117,109,12,3,107.33,2,England,Colombo (RPS),22 Sep 2002
HH Gibbs,SA,116,126,13,3,92.06,1,Kenya,Colombo (RPS),20 Sep 2002
ME Trescothick,ENG,119,102,11,2,116.66,1,Zimbabwe,Colombo (RPS),18 Sep 2002
BC Lara,WI,111,120,8,2,92.50,1,Kenya,Colombo (SSC),17 Sep 2002
MS Atapattu,SL,101,118,8,0,85.59,1,Netherlands,Colombo (RPS),16 Sep 2002
M Kaif,IND,111,112,8,1,99.10,1,Zimbabwe,Colombo (RPS),14 Sep 2002
A Flower,ZIM,145,164,13,0,88.41,2,India,Colombo (RPS),14 Sep 2002
ST Jayasuriya,SL,102,120,10,0,85.00,2,Pakistan,Colombo (RPS),12 Sep 2002
ML Hayden,AUS,146,128,12,6,114.06,1,Pakistan,Nairobi (Gym),30 Aug 2002
HH Gibbs,SA,114,130,8,3,87.69,1,Pakistan,Tangier,12 Aug 2002
ME Trescothick,ENG,109,100,7,2,109.00,1,India,Lord's,13 Jul 2002
N Hussain,ENG,115,128,10,0,89.84,1,India,Lord's,13 Jul 2002
SR Tendulkar,IND,113,102,12,1,110.78,1,Sri Lanka,Bristol,11 Jul 2002
SR Tendulkar,IND,105,108,8,1,97.22,1,England,Chester-le-Street,4 Jul 2002
ST Jayasuriya,SL,112,87,9,5,128.73,1,England,Leeds,2 Jul 2002
S Chanderpaul,WI,108,138,8,1,78.26,2,New Zealand,Gros Islet,8 Jun 2002
Shoaib Malik,PAK,115,142,12,0,80.98,1,New Zealand,Lahore,27 Apr 2002
CD McMillan,NZ,105,116,8,1,90.51,1,Pakistan,Rawalpindi,24 Apr 2002
Mohammad Yousuf,PAK,125,155,14,1,80.64,1,New Zealand,Karachi,21 Apr 2002
Mohammad Yousuf,PAK,129,131,8,3,98.47,1,Sri Lanka,Sharjah,17 Apr 2002
Shahid Afridi,PAK,108,92,7,8,117.39,2,New Zealand,Sharjah,15 Apr 2002
AC Gilchrist,AUS,105,104,12,1,100.96,2,South Africa,Durban,3 Apr 2002
RT Ponting,AUS,129,126,15,1,102.38,1,South Africa,Bloemfontein,30 Mar 2002
D Mongia,IND,159,147,17,1,108.16,1,Zimbabwe,Guwahati,19 Mar 2002
NJ Astle,NZ,122,150,12,5,81.33,2,England,Dunedin,26 Feb 2002
CL Hooper,WI,112,127,8,4,88.18,1,Pakistan,Sharjah,17 Feb 2002
Shoaib Malik,PAK,111,130,9,1,85.38,1,West Indies,Sharjah,15 Feb 2002
JH Kallis,SA,104,120,7,1,86.66,2,Australia,Perth,3 Feb 2002
JN Rhodes,SA,107,135,9,0,79.25,1,New Zealand,Perth,1 Feb 2002
